numero_colombia,nombre_colombia,codigo_cie10_colombia,codigo_cie10_formateado,encontrado,nivel_confianza,orpha_number,nombre_orphanet,codigos_cie10_orphanet,similitud,observaciones_colombia
373,Deficiencia de C5,D841,D84.1,True,Alta,,Inmunodeficiencia por deficiencia de un componente tardío del complemento,D84.1,100,
380,Deficiencia de CARD11,D812,D81.2,True,Alta,,Inmunodeficiencia combinada por deficiencia de CARD11,D81.2,100,
381,Deficiencia de CARD9,D848,D84.8,True,Alta,,Predisposición a una enfermedad fúngica invasora por deficiencia de CARD9,D84.8,100,
382,Deficiencia de CD16,D848,D84.8,True,Alta,,Inmunodeficiencia primaria autosómica recesiva con un defecto de la citotoxicidad espontánea de células natural killer,D84.8,100,
383,Deficiencia de CD19,Q838,Q83.8,True,Alta,,Fenotipo de inmunodeficiencia común variable por deficiencia de CD19/CD81,,100,Código corregido de 0838 a Q838
386,Deficiencia de CD25,Q812,Q81.2,True,Alta,,Inmunodeficiencia por deficiencia de CD25,D89.8,100,Código corregido de 0812 a Q812
387,Deficiencia de CD27,D479,D47.9,True,Alta,,Inmunodeficiencia combinada por deficiencia de CD27,D47.9,100,
392,Deficiencia de CD40,Q805,Q80.5,True,Alta,,Síndrome de hiper-IgM ligado al cromosoma X,D80.5,100,Código corregido de 0805 a Q805
393,Deficiencia de CD40 ligando,Q805,Q80.5,True,Alta,,Síndrome de hiper-IgM ligado al cromosoma X,D80.5,100,Código corregido de 0805 a Q805
394,Deficiencia de CD45,D812,D81.2,True,Alta,,Inmunodeficiencia combinada grave T-B+ por deficiencia de CD45,D81.2,100,
396,Deficiencia de CD59,Q841,Q84.1,True,Alta,,Deficiencia primaria de CD59,D84.1,100,Código corregido de 0841 a Q841
397,Deficiencia de CD8,D848,D84.8,True,Alta,,Susceptibilidad a infecciones respiratorias asociada con una mutación en la cadena alpha de CD8,D84.8,100,
400,"Deficiencia de CGD, p22",Q71X,Q71X,True,Alta,,Enfermedad granulomatosa crónica,D71,100,Código corregido de 071X a Q71X
401,"Deficiencia de CGD, p40",D71X,D71X,True,Alta,,Enfermedad granulomatosa crónica,D71,100,
402,"Deficiencia de CGD, p47",D71X,D71X,True,Alta,,Enfermedad granulomatosa crónica,D71,100,
403,"Deficiencia de CGD, p67",D71X,D71X,True,Alta,,Enfermedad granulomatosa crónica,D71,100,
404,"Deficiencia de CGD, XL",Q848,Q84.8,True,Alta,,Enfermedad granulomatosa crónica,D71,100,Código corregido de 0848 a Q848
409,Deficiencia de dihidrolipoil deshidrogenasa,E744,E74.4,True,Alta,,Deficiencia de la proteína de unión E3 de la piruvato deshidrogenasa,E74.4,100,
411,Deficiencia de Factor 8,D67X,D67X,True,Alta,,Susceptibilidad mendeliana a enfermedades micobacterianas por deficiencia parcial del IRF89,D84.8,100,
412,Deficiencia de Factor D,D841,D84.1,True,Alta,,Infecciones recurrentes de Neisseria por deficiencia de factor D,D84.1,100,
418,Deficiencia de gránulos específicos,D71X,D71X,True,Alta,,Infecciones recurrentes por deficiencia de gránulos específicos,D71,100,
422,Deficiencia de ICOS,Q831,Q83.1,True,Alta,,Inmunodeficiencia combinada por deficiencia de ICOS de inicio tardío,,100,Código corregido de 0831 a Q831
424,Deficiencia de Iga,Q818,Q81.8,True,Alta,,Infecciones recurrentes asociadas a una deficiencia rara de isotipos de inmunoglobulinas,D80.8,100,Código corregido de 0818 a Q818
425,Deficiencia de 10,Q800,Q80.0,True,Alta,,Miocardiopatía hipertrófica mitocondrial con acidosis láctica por deficiencia de MTO1,E88.8,100,Código corregido de 0800 a Q800
426,Deficiencia de IKAROS,Q818,Q81.8,True,Alta,,Inmunodeficiencia combinada por deficiencia de HELIOS,,100,Código corregido de 0818 a Q818
427,Deficiencia de IKBKB,Q848,Q84.8,True,Alta,,Inmunodeficiencia combinada por deficiencia de IKK2,D81.2,100,Código corregido de 0848 a Q848
432,Deficiencia de ITCH,E310,E31.0,True,Alta,,Enfermedad autoinmune multisistémica sindrómica por deficiencia de Itch,D89.8,100,
433,Deficiencia de ITK,Q728,Q72.8,True,Alta,,Inmunodeficiencia combinada por deficiencia de ITK,D82.3,100,Código corregido de 0728 a Q728
434,Deficiencia de JAK3,Q812,Q81.2,True,Alta,,Inmunodeficiencia combinada grave T-B+ por deficiencia de JAK3,D81.2,100,Código corregido de 0812 a Q812
435,Deficiencia de la hélice alada (Desnudo),Q828,Q82.8,True,Alta,,Inmunodeficiencia combinada grave por deficiencia de FOXN1,D82.8,100,Código corregido de 0828 a Q828
436,Deficiencia de LCK,Q811,Q81.1,True,Alta,,Inmunodeficiencia combinada grave por deficiencia de LCK,D81.1,100,Código corregido de 0811 a Q811
438,Deficiencia de LRBA,Q818,Q81.8,True,Alta,,Inmunodeficiencia combinada por deficiencia de LRBA,D81.8,100,Código corregido de 0818 a Q818
440,Deficiencia de MAGT1,Q818,Q81.8,True,Alta,,XMEN,D81.8,100,Código corregido de 0818 a Q818
441,Deficiencia de MALT1,Q818,Q81.8,True,Alta,,Inmunodeficiencia combinada por deficiencia de MALT1,D81.8,100,Código corregido de 0818 a Q818
455,Deficiencia de P14,Q828,Q82.8,True,Alta,,Síndrome de inmunodeficiencia primaria por deficiencia de P14/LAMTOR2,D82.8,100,Código corregido de 0828 a Q828
459,Deficiencia de PKcs DNA,D811,D81.1,True,Alta,,Inmunodeficiencia combinada grave por deficiencia de DNA-PKcs,D81.1,100,
461,Deficiencia de PNP,D815,D81.5,True,Alta,,Deficiencia de purina nucleósido fosforilasa,D81.5,100,
464,Deficiencia de Rac2,Q728,Q72.8,True,Alta,,Enfermedad similar a la LAD infantil por deficiencia de RAC2,D71,100,Código corregido de 0728 a Q728
465,Deficiencia de RAG1,Q811,Q81.1,True,Alta,,Inmunodeficiencia combinada por deficiencia parcial de RAG1,D81.8,100,Código corregido de 0811 a Q811
467,Deficiencia de Receptor BAFF,D830,D83.0,True,Alta,,Inmunodeficiencia común variable por deficiencia del receptor BAFF de inicio en el adulto,,100,
468,Deficiencia de RhoH,D848,D84.8,True,Alta,,Inmunodeficiencia de células T con epidermodisplasia verruciforme,D84.8,100,
473,Deficiencia de STAT5b,D828,D82.8,True,Alta,,Síndrome de Laron con inmunodeficiencia,"D82.8, E34.3",100,
476,Deficiencia de Succinil-CoA Transferasa,E713,E71.3,True,Alta,,Deficiencia de succinil-CoA: 3 oxoácido CoA transferasa,E71.3,100,
482,Deficiencia de TyK2,D824,D82.4,True,Alta,,Susceptibilidad a infecciones por deficiencia de TYK2,D82.4,100,
483,Deficiencia de UNG,D805,D80.5,True,Alta,,Síndrome de hiper-IgM tipo 5,D80.5,100,
485,"Deficiencia de XLP1, SH2D1A",D823,D82.3,True,Alta,,Enfermedad linfoproliferativa ligada al cromosoma X por deficiencia de SAP,D82.3,100,
486,"Deficiencia de XLP2, XIAP",D823,D82.3,True,Alta,,Enfermedad linfoproliferativa ligada al cromosoma X por deficiencia de XIAP,D82.3,100,
489,Deficiencia de A5,D800,D80.0,True,Alta,,Deficiencia de apolipoproteína A5 familiar,E78.3,100,
492,Deficiencia selectiva de IgA,D693,D69.3,True,Alta,,OBSOLETO: Deficiencia selectiva de IgA asociada a TACI,,100,
493,Deficiencias distales de las extremidades - síndrome de micrognatia,Q923,Q92.3,True,Alta,,Síndrome de deficiencias en las extremidades distales-micrognatia,Q92.3,100,Código corregido de 0923 a Q923
510,Déficit de 3-hidroxiacil-CoA deshidrogenasa de ácidos grasos de cadena larga,E713,E71.3,True,Alta,,Deficiencia de 3-hidroxiacil-CoA deshidrogenasa de cadena larga,E71.3,100,
511,Déficit de 5-oxoprolinasa,E728,E72.8,True,Alta,,Deficiencia de 5-oxoprolinasa,E72.8,100,
512,Déficit de 6-piruvil-tetrahidropterina sintasa,E701,E70.1,True,Alta,,Deficiencia de 6-piruvil-tetrahidropterina sintasa,E70.1,100,
514,Déficit de aconitasa,G713,G71.3,True,Alta,,Miopatía hereditaria con acidosis láctica por deficiencia de ISCU,G71.3,100,
515,Déficit de adenilsuccinato liasa,E798,E79.8,True,Alta,,Deficiencia de adenilsuccinato liasa,E79.8,100,
516,Déficit de adenosina monofosfato deaminasa,E798,E79.8,True,Alta,,Deficiencia de adenosina monofosfato deaminasa,G71.3,100,
519,Déficit de adhesión leucocitaria tipo III,D848,D84.8,True,Alta,,Deficiencia de adhesión leucocitaria tipo III,D84.8,100,
520,Déficit de aromatasa,E258,E25.8,True,Alta,,Deficiencia de aromatasa,E25.8,100,
521,Déficit de beta-ureidopropionasa,E798,E79.8,True,Alta,,Deficiencia de beta-ureidopropionasa,E79.8,100,
522,Déficit de biotinidasa,E538,E53.8,True,Alta,,Deficiencia de biotinidasa,E53.8,100,
526,Déficit de deshidratasa,E701,E70.1,True,Alta,,Deficiencia de pterin-4 alfa-carbinolamina deshidratasa,E70.1,100,
527,Déficit de Dihidropteridina reductasa,E701,E70.1,True,Alta,,Deficiencia de dihidropteridina reductasa,E70.1,100,
528,Déficit de dopamina beta-hidroxilasa,G908,G90.8,True,Alta,,Deficiencia de dopamina beta-hidroxilasa,G90.8,100,
529,Déficit de enzima ramificante del glucógeno,E740,E74.0,True,Alta,,Enfermedad de almacenamiento de glucógeno por deficiencia de enzima ramificante del glucógeno,E74.0,100,
530,Déficit de fosfoenolpiruvato carboxiquinasa,E744,E74.4,True,Alta,,Deficiencia de fosfoenolpiruvato carboxiquinasa,E74.4,100,
531,Déficit de fosfofructoquinasa muscular,E740,E74.0,True,Alta,,Enfermedad de almacenamiento de glucógeno por deficiencia de fosfofructoquinasa muscular,E74.0,100,
532,Déficit de fosfoglicerato quinasa,E740,E74.0,True,Alta,,Enfermedad de almacenamiento de glucógeno por deficiencia de fosfoglicerato quinasa 1,E74.0,100,
533,"Déficit de fructosa-1,6 difosfatasa",E741,E74.1,True,Alta,,"Deficiencia de fructosa-1,6 bifosfatasa",E74.1,100,
535,Déficit de gamma-glutamil transpeptidasa,E728,E72.8,True,Alta,,Deficiencia de gamma-glutamil transpeptidasa,E72.8,100,
537,Déficit de glucógeno sintasa hepática,E740,E74.0,True,Alta,,Enfermedad de almacenamiento de glucógeno por deficiencia de glucógeno sintasa hepática,E74.0,100,
539,Déficit de GTP-ciclohidrolasa I,E701,E70.1,True,Alta,,Deficiencia de GTP-ciclohidrolasa I,E70.1,100,
540,Déficit de guanidinoacetato metiltransferasa,E728,E72.8,True,Alta,,Deficiencia de guanidinoacetato metiltransferasa,E72.8,100,
541,Déficit de LCAT,E786,E78.6,True,Alta,,Deficiencia de LCAT,E78.6,100,
546,Déficit de ornitina carbamil transferasa,E724,E72.4,True,Alta,,Deficiencia de ornitina transcarbamilasa,E72.4,100,
547,Déficit de prolidasa,E728,E72.8,True,Alta,,Deficiencia de prolidasa,E72.8,100,
548,Déficit de succinil-CoA acetoacetato transferasa,E713,E71.3,True,Alta,,Deficiencia de succinil-CoA: 3 oxoácido CoA transferasa,E71.3,100,
549,Déficit de transaldolasa,E748,E74.8,True,Alta,,Deficiencia de transaldolasa,E74.8,100,
551,Déficit familiar aislado de glucocorticoides,E271,E27.1,True,Alta,,Deficiencia familiar de glucocorticoides,E27.1,100,
554,Degeneración cortico-basal,G310,G31.0,True,Alta,,OBSOLETO: Degeneración cortico-basal,,100,
555,Degeneración helicoidal peripapilar coriorretiniana 1-1312,XXXX,XXXX,True,Alta,,Degeneración helicoidal peripapilar coriorretiniana,H31.2,100,Sin código asignado
558,Deleción 22q13,Q935,Q93.5,True,Alta,,Síndrome de Phelan-McDermid por deleción 22q13,Q93.5,100,Código corregido de 0935 a Q935
559,Deleción 5q35,Q935,Q93.5,True,Alta,,Síndrome de deleción 5q35,Q93.5,100,Código corregido de 0935 a Q935
560,Deleción 8p,Q935,Q93.5,True,Alta,,Síndrome de deleción parcial del brazo corto del cromosoma 8,,100,Código corregido de 0935 a Q935
561,Deleción terminal 6q,Q935,Q93.5,True,Alta,,Síndrome de deleción terminal 6q,Q93.5,100,Código corregido de 0935 a Q935
562,Demencia frontotemporal,G310,G31.0,True,Alta,,Demencia frontotemporal,,100,
563,Demencia frontotemporal con inclusiones Tau,G310,G31.0,True,Alta,,Demencia frontotemporal,,100,
564,Demencia frontotemporal y parkinsonismo ligado al cromosoma 17,G310,G31.0,True,Alta,,Demencia frontotemporal,,100,
565,Dentinogénesis imperfecta - estatura baja - sordera - retraso mental,Q875,Q87.5,True,Alta,,Dentinogénesis imperfecta,K00.5,100,Código corregido de 0875 a Q875
570,Dermatoleucodistrofia,E752,E75.2,True,Alta,,Dermatoleucodistrofia,E75.2,100,
572,Dermatosis pustulosa subcórnea,L131,L13.1,True,Alta,,Dermatosis pustulosa subcórnea,L13.1,100,
573,Dermo odonto displasia,Q824,Q82.4,True,Alta,,Dermo-odonto-displasia,Q82.4,100,
575,Dermopatía restrictiva letal,Q828,Q82.8,True,Alta,,Dermopatía restrictiva,Q82.8,100,Código corregido de 0828 a Q828
577,Desmosterolosis,Q878,Q87.8,True,Alta,,Desmosterolosis,Q87.8,100,Código corregido de 0878 a Q878
586,Desprendimiento de retina regmatógeno autosómico dominante,H330,H33.0,True,Alta,,Desprendimiento de retina regmatógeno autosómico dominante,H33.0,100,
589,"Diabetes mellitus, neonatal permanente - agenesia pancreática y cerebelosa",Q450,Q45.0,True,Alta,,Diabetes mellitus neonatal,P70.2,100,Código corregido de 0450 a Q450
590,"Diabetes, neonatal - grupo hipotiroidismo congénito - glaucoma congénito - fibrosis hepática - riñones poliquísticos",Q611,Q61.1,True,Alta,,Hipotiroidismo congénito,,100,Código corregido de 0611 a Q611
594,Diarrea intratable - atresia coanal - anomalías en los ojos,Q878,Q87.8,True,Alta,,Síndrome de diarrea intratable-atresia coanal-anomalías en los ojos,Q87.8,100,Código corregido de 0878 a Q878
595,Diátesis hemorrágica por un defecto del receptor de colágeno,D698,D69.8,True,Alta,,Diátesis hemorrágica por un defecto del receptor de colágeno,D69.8,100,
596,Dihidropirimidinuria,E798,E79.8,True,Alta,,Dihidropirimidinuria,E79.8,100,
597,Dilatación aórtica -hipermovilidad de las articulaciones - tortuosidad arterial,Q874,Q87.4,True,Alta,,Síndrome de dilatación aórtica-hipermovilidad de las articulaciones-tortuosidad arterial,,100,Código corregido de 0874 a Q874
598,DIRA (IL1RN),D848,D84.8,True,Alta,,Osteomielitis multifocal estéril con periostitis y pustulosis,D84.8,100,
603,Disfasia congénita familiar,F801,F80.1,True,Alta,,Disfasia congénita familiar,F80.1,100,
605,Disgenesia caudal familiar,Q878,Q87.8,True,Alta,,Disgenesia caudal familiar,Q87.8,100,Código corregido de 0878 a Q878
607,Disgenesia del cuerpo calloso compleja ligada al cromosoma X,Q048,Q04.8,True,Alta,,Disgenesia del cuerpo calloso compleja ligada al cromosoma X,Q04.8,100,Código corregido de 0048 a Q048
611,Disqenesia reticular (Deficiencia de AK2),D810,D81.0,True,Alta,,Disgenesia reticular,D81.0,100,
616,Disostosis acro fronto facio nasal,Q751,Q75.1,True,Alta,,Disostosis acro-fronto-facio-nasal,Q75.1,100,Código corregido de 0751 a Q751
617,Disostosis acrofacial autosómica recesiva,Q754,Q75.4,True,Alta,,Disostosis acrofacial,,100,Código corregido de 0754 a Q754
618,Disostosis acrofacial forma catania,Q754,Q75.4,True,Alta,,Disostosis acrofacial,,100,Código corregido de 0754 a Q754
619,Disostosis acrofacial no especificada,Q754,Q75.4,True,Alta,,Disostosis acrofacial,,100,Código corregido de 0754 a Q754
620,Disostosis acrofacial postaxial,Q754,Q75.4,True,Alta,,Disostosis acrofacial postaxial,Q75.4,100,Código corregido de 0754 a Q754
621,Disostosis acrofacial tipo Nager,Q754,Q75.4,True,Alta,,Disostosis acrofacial,,100,Código corregido de 0754 a Q754
622,Disostosis acrofacial tipo Patagonia,Q754,Q75.4,True,Alta,,Disostosis acrofacial,,100,Código corregido de 0754 a Q754
623,Disostosis acrofacial tipo Rodríguez,Q754,Q75.4,True,Alta,,Disostosis acrofacial tipo Rodríguez,Q75.4,100,Código corregido de 0754 a Q754
624,Disostosis faciocranenana hipomandibutar,Q754,Q75.4,True,Alta,,Disostosis,,100,Código corregido de 0754 a Q754
625,Disostosis humero espinal,Q748,Q74.8,True,Alta,,Disostosis humero espinal,,100,Código corregido de 0748 a Q748
626,Disostosis mandibulofadal ligada al cromosoma X,Q754,Q75.4,True,Alta,,Disostosis,,100,Código corregido de 0754 a Q754
628,Displasia acromesomélica tipo Hunter - Thompson,Q788,Q78.8,True,Alta,,Displasia acromesomélica tipo Hunter-Thompson,Q78.8,100,Código corregido de 0788 a Q788
629,Displasia acromesomélica tipo Maroteaux,Q778,Q77.8,True,Alta,,Displasia acromesomélica tipo Maroteaux,Q77.8,100,Código corregido de 0778 a Q778
633,Displasia broncopulmonar,P271,P27.1,True,Alta,,Displasia broncopulmonar,P27.1,100,
634,Displasia campomélica,Q871,Q87.1,True,Alta,,Displasia campomélica,Q87.1,100,Código corregido de 0871 a Q871
637,Displasia craneodiafisaria,M852,M85.2,True,Alta,,Displasia craneodiafisaria,M85.2,100,
638,Displasia craneolenticulosutural,Q758,Q75.8,True,Alta,,Displasia craneolenticulosutural,Q75.8,100,Código corregido de 0758 a Q758
640,Displasia de Astley-Kendall,Q773,Q77.3,True,Alta,,Displasia de Astley-Kendall,Q77.3,100,Código corregido de 0773 a Q773
642,Displasia de Greenberg,Q773,Q77.3,True,Alta,,Displasia de Greenberg,Q77.3,100,Código corregido de 0773 a Q773
643,Displasia de Pacman,Q778,Q77.8,True,Alta,,Síndrome de epífisis punteada-hiperplasia osteoclástica,Q77.8,100,Código corregido de 0778 a Q778
644,Displasia de Singleton-Merten,Q788,Q78.8,True,Alta,,Displasia de Singleton-Merten,Q78.8,100,Código corregido de 0788 a Q788
645,Displasia de timo - riñón - ano - pulmón,Q878,Q87.8,True,Alta,,Displasia de timo-riñón-ano-pulmón,Q87.8,100,Código corregido de 0878 a Q878
646,Displasia del iris - hipertelorismo - sordera,Q138,Q13.8,True,Alta,,Síndrome de De Hauwere,,100,Código corregido de 0138 a Q138
652,Displasia ectodérmica hidrótica tipo Christianson Fourie,Q828,Q82.8,True,Alta,,Displasia ectodérmica hidrótica,Q82.8,100,Código corregido de 0828 a Q828
653,Displasia ectodérmica hidrótica tipo Halal,Q828,Q82.8,True,Alta,,Displasia ectodérmica hidrótica tipo Halal,Q82.8,100,Código corregido de 0828 a Q828
655,"Displasia ectodérmica hipohidrótica, forma dominante",Q824,Q82.4,True,Alta,,Displasia ectodérmica hipohidrótica,Q82.4,100,Código corregido de 0824 a Q824
658,Displasia ectodérmica tipo Berlin,Q824,Q82.4,True,Alta,,Síndrome de leucomelanodermia-infantilismo-discapacidad intelectual-hipodoncia-hipotricosis,Q82.4,100,Código corregido de 0824 a Q824
659,Displasia epifisaria múltiple,Q773,Q77.3,True,Alta,,Displasia epifisaria múltiple,,100,Código corregido de 0773 a Q773
662,Displasia espondiloepifisaria congénita,Q777,Q77.7,True,Alta,,Displasia espondiloepifisaria congénita,Q77.7,100,Código corregido de 0777 a Q777
664,Displasia espondiloepifisaria tardía tipo Kohn,Q777,Q77.7,True,Alta,,Displasia espondiloepifisaria tarda tipo Kohn,Q77.7,100,Código corregido de 0777 a Q777
665,Displasia espondiloepifisaria tipo Byers,Q777,Q77.7,True,Alta,,Displasia espondiloepifisaria tipo Byers,,100,Código corregido de 0777 a Q777
666,Displasia espondiloepifisaria tipo Cantu,Q777,Q77.7,True,Alta,,Síndrome de displasia espondiloepifisaria-braquidactilia-trastorno del habla,Q77.7,100,Código corregido de 0777 a Q777
667,Displasia espondiloepifisaria tipo MacDermot,Q777,Q77.7,True,Alta,,Displasia espondiloepifisaria tipo MacDermot,Q77.7,100,Código corregido de 0777 a Q777
668,Displasia espondiloepifisaria tipo Nishimura,Q777,Q77.7,True,Alta,,Síndrome de displasia espondiloepifisaria-craneosinostosis-paladar hendido-cataratas-discapacidad intelectual,Q77.7,100,Código corregido de 0777 a Q777
669,Displasia espondiloepifisaria tipo Reardon,Q777,Q77.7,True,Alta,,Displasia espondiloepifisaria tipo Reardon,Q77.7,100,Código corregido de 0777 a Q777
672,Displasia espondiloepimetafisaria - hipotricosis,Q777,Q77.7,True,Alta,,Síndrome de displasia espondiloepimetafisaria-hipotricosis,Q77.7,100,Código corregido de 0777 a Q777
678,Displasia espondilometafisaria,Q778,Q77.8,True,Alta,,Displasia espondilometafisaria,,100,Código corregido de 0778 a Q778
679,Displasia espondilometafisaria con inmunodeficiencia combinada,Q777,Q77.7,True,Alta,,Displasia espondilometafisaria con inmunodeficiencia combinada,,100,Código corregido de 0777 a Q777
680,"Displasia espondilometafisaria -distrofia de conosbastones """,Q778,Q77.8,True,Alta,,Displasia espondilometafisaria,,100,Código corregido de 0778 a Q778
681,Displasia espondilometafisaria tipo Acirecan,Q777,Q77.7,True,Alta,,Displasia espondilometafisaria,,100,Código corregido de 0777 a Q777
682,Displasia espondilometafisaria tipo Kozlowski,Q778,Q77.8,True,Alta,,Displasia espondilometafisaria tipo Kozlowski,Q77.8,100,Código corregido de 0778 a Q778
684,Displasia frontometafisaria,Q785,Q78.5,True,Alta,,Displasia frontometafisaria,Q78.5,100,Código corregido de 0785 a Q785
685,Displasia geleofísica,Q871,Q87.1,True,Alta,,Displasia geleofísica,Q87.1,100,Código corregido de 0871 a Q871
686,Displasia inmuno ósea de Schimke,Q777,Q77.7,True,Alta,,Displasia inmuno-ósea,,100,Código corregido de 0777 a Q777
