Número,Nombre_Enfermedad,Código_CIE10,Observaciones
1769,Sindrome de Kallmann cardiopatia,Q248,Código corregido de 0248 a Q248
1770,Síndrome de Kapur-Toriello,Q878,Código corregido de 0878 a Q878
1771,Sindrome de Kasabach-Merritt,D180,
1772,Sindrome de Kearns-Sayre,H498,
1773,Síndrome de Klippel-Feil aislado,Q761,Código corregido de 0761 a Q761
1774,Sindrome de Kozlowski Brown Hardwick,Q878,Código corregido de 0878 a Q878
1775,Sindrome de Kumar Levick,Q846,Código corregido de 0846 a Q846
1776,Síndrome de la cimitarra,Q268,Código corregido de 0268 a Q268
1777,Sindrome de la persona rigida,G258,
1778,Sindrome de la piel rizada,Q828,Código corregido de 0828 a Q828
1779,Sindrome de la triple H (HHH),E724,
1780,Sindrome de Laron,E343,
1781,Sindrome de Laron con inmunodeficiencia,D828,
1782,Sindrome de Larsen,Q748,Código corregido de 0748 a Q748
1783,Sindrome de Larsen like forma letal,Q748,Código corregido de 0748 a Q748
1784,Síndrome de Leigh,Q318,Código corregido de 0318 a Q318
1785,Síndrome de Lelis,Q878,Código corregido de 0878 a Q878
1786,Síndrome de Lemierre,1808,
1787,Síndrome de Lennox-Gastaut,Q404,Código corregido de 0404 a Q404
1788,Síndrome de Lesch-Nyhan,E791,
1789,Síndrome de Lewis Pashayan,Q824,Código corregido de 0824 a Q824
1790,Sindrome de Lewis-Summer,G618,
1791,Síndrome de Lichtenstein,Q781,Código corregido de 0781 a Q781
1792,Síndrome de Liddle,I151,
1793,Síndrome de Li-Fraumeni,D489,
1794,Síndrome de Lipodistrofia - retraso mental - sordera,Q788,Código corregido de 0788 a Q788
1795,Síndrome de Lowry-Wood,Q875,Código corregido de 0875 a Q875
1796,Síndrome de Maffucci,Q784,Código corregido de 0784 a Q784
1797,Síndrome de Majeed (mutacion de LPIN2),Q878,Código corregido de 0878 a Q878
1798,Síndrome de Marden-Walker,Q870,
1799,Síndrome de Marfan,Q874,
1800,Síndrome de Marinesco-Sjogren,G111,
1802,Síndrome de Marshall-Smith,Q873,Código corregido de 0873 a Q873
1803,Síndrome de Martinez-Frias,Q458,Código corregido de 0458 a Q458
1804,Síndrome de Matthew-Wood,Q112,Código corregido de 0112 a Q112
1805,Sindrome de Mayer-Rok tansky-Küster-Hauser,Q518,Código corregido de 0518 a Q518
1806,Síndrome de Mazabraud,M850,
1807,Síndrome de McCune-Albright,Q781,Código corregido de 0781 a Q781
1808,Síndrome de Meacham,Q878,Código corregido de 0878 a Q878
1809,Síndrome de Meckel,Q619,Código corregido de 0619 a Q619
1810,Síndrome de meqacolon de Goldberq-Shprintzen,Q878,
1811,Síndrome de MEHMO,Q878,Código corregido de 0878 a Q878
1812,Síndrome de Michels,Q878,
1813,Síndrome de microdelecion 12q14,Q935,Código corregido de 0935 a Q935
1814,Síndrome de microdelecion 15q24,Q935,Código corregido de 0935 a Q935
1815,Síndrome de microdelecion 2p21,Q935,Código corregido de 0935 a Q935
1816,Síndrome de microdelecion 2q24,Q935,Código corregido de 0935 a Q935
1817,Síndrome de microdelecion 2q37,Q935,Código corregido de 0935 a Q935
1818,Síndrome de microdelecion 8q22.1,Q935,
1819,Síndrome de microlisencefalia - micromelia,Q043,Código corregido de 0043 a Q043
1820,Síndrome de miembros y mamas,Q878,Código corregido de 0878 a Q878
1821,Síndrome de Miller Dieker,Q043,Código corregido de 0043 a Q043
1822,Síndrome de Milroy,Q820,Código corregido de 0820 a Q820
1823,Síndrome de Moebius,Q870,Código corregido de 0870 a Q870
1824,Síndrome de Mohr-Tranebjaerg,G318,
1825,Síndrome de Mononen Kames Senac,Q875,Código corregido de 0875 a Q875
1826,Síndrome de Moore Federman,Q778,Código corregido de 0778 a Q778
1827,Síndrome de Mowat-Wilson,Q431,Código corregido de 0431 a Q431
1828,Síndrome de Muckle-Wells,E850,
1829,Síndrome de Muenke,Q870,Código corregido de 0870 a Q870
1830,Síndrome de Muir-Torre,L728,
1831,Síndrome de Myhre Ruvalcaba Graham,Q878,Código corregido de 0878 a Q878
1832,Síndrome de Naeqeli-Franceschetti-Jadassohn,Q824,Código corregido de 0824 a Q824
1833,Síndrome de Nance-Horan,Q870,Código corregido de 0870 a Q870
1834,Síndrome de Neu-Laxova,Q878,Código corregido de 0878 a Q878
1835,Síndrome de neurocantocitosis de McLeod,G1OX,
1836,"Síndrome de Neurodeqerativo ligado al cromosoma X, de tipo Hamel",G318,
1837,Síndrome de Nevo,Q796,Código corregido de 0796 a Q796
1838,Síndrome de Nevus epidermico,Q858,Código corregido de 0858 a Q858
1839,Síndrome de Nijmegen Breakage,Q878,Código corregido de 0878 a Q878
1840,Síndrome de Noonan,Q871,Código corregido de 0871 a Q871
1841,Síndrome de Ochoa,N318,
1842,Síndrome de Okamoto Satomura,Q878,Código corregido de 0878 a Q878
1843,Síndrome de Olmsted,Q828,Código corregido de 0828 a Q828
1844,Síndrome de Omenn,Q818,Código corregido de 0818 a Q818
1845,Síndrome de Ondine,G473,
1846,Síndrome de Opitz ligado al cromosoma X,Q878,Código corregido de 0878 a Q878
1847,Síndrome de Pai,Q878,Código corregido de 0878 a Q878
1848,Síndrome de Pallister-Hall,Q330,Código corregido de 0330 a Q330
1849,Síndrome de Papillon-Lefévre,Q828,Código corregido de 0828 a Q828
1850,Síndrome de Parkes Weber,Q872,Código corregido de 0872 a Q872
1851,Síndrome de Parsonage-Tumer,G545,
1852,Síndrome de Partington,Q878,Código corregido de 0878 a Q878
1853,Síndrome de Pearson,D640,
1854,Síndrome de Pendred,E071,
1855,Síndrome de Perlman,Q873,Código corregido de 0873 a Q873
1856,Síndrome de Perrault,Q878,Código corregido de 0878 a Q878
1857,Síndrome de Perry,G26X,
1858,Síndrome de Peters-Plus,Q134,Código corregido de 0134 a Q134
1859,Síndrome de Peutz-Jeghers,Q858,Código corregido de 0858 a Q858
1860,Síndrome de Pfeiffer,Q870,Código corregido de 0870 a Q870
1861,Síndrome de PIBIDS,L678,
1862,Síndrome de Pierre Robin - anomalía faciodigital,Q878,Código corregido de 0878 a Q878
1863,Síndrome de Pierre Robin aislado,Q870,Código corregido de 0870 a Q870
1864,Síndrome de Pierson,N048,
1865,Síndrome de Pitt Hopkins,Q870,Código corregido de 0870 a Q870
1866,Síndrome de Plummer-Vinson,D501,
1867,Síndrome de Poland,Q798,Código corregido de 0798 a Q798
1868,Síndrome de Pollit,L678,
1869,Síndrome de Potocki-Shaffer,Q935,Código corregido de 0935 a Q935
1870,Síndrome de Prader-Willi,Q871,Código corregido de 0871 a Q871
1871,Síndrome de Prieto Badia Mulas,Q878,Código corregido de 0878 a Q878
1872,Sindrome de Proteus,Q873,Código corregido de 0873 a Q873
1873,Síndrome de pseudo-Zellweger,Q878,Código corregido de 0878 a Q878
1874,Síndrome de pteriqion múltiple autosómico dominante,Q798,Código corregido de 0798 a Q798
1875,Síndrome de Pterigium antecubital,Q688,Código corregido de 0688 a Q688
1876,Sindrome de Pterigium popliteo autosómico dominante,Q872,Código corregido de 0872 a Q872
1877,Síndrome de pulgar largo braquidactilia,Q872,Código corregido de 0872 a Q872
1878,Síndrome de Qazi Markouizos,Q878,Código corregido de 0878 a Q878
1879,Síndrome de Rambaud Gallian Touchard,E788,
1880,Síndrome de Rapp Hodqkin,Q824,Código corregido de 0824 a Q824
1881,Síndrome de Renpenning,Q875,Código corregido de 0875 a Q875
1882,Síndrome de resistencia a la hormona liberadora de tirotropina,E031,
1883,Síndrome de Rett,F842,
1884,Síndrome de Rett atipico,F842,
1885,Síndrome de Riddle,D828,
1886,Síndrome de Roberts,Q738,Código corregido de 0738 a Q738
1887,Síndrome de Robinow,Q871,Código corregido de 0871 a Q871
1888,Síndrome de Robinow like,Q871,Código corregido de 0871 a Q871
1889,Síndrome de Roifman,Q777,Código corregido de 0777 a Q777
1890,Síndrome de Rothmund-Thomson,Q828,Código corregido de 0828 a Q828
1891,Síndrome de rotula parva,Q741,Código corregido de 0741 a Q741
1892,Síndrome de rotura de Nijmeqen,Q878,Código corregido de 0878 a Q878
1893,Síndrome de rubeola conqenita,P350,
1894,Síndrome de Rubinstein-Taybi,Q872,Código corregido de 0872 a Q872
1895,Síndrome de Rudicier Schmidt Loose,Q870,Código corregido de 0870 a Q870
1896,Síndrome de Saethre-Chotzen,Q870,Código corregido de 0870 a Q870
1897,Síndrome de Sakati Nyhan Tisdale,Q870,Código corregido de 0870 a Q870
1898,Síndrome de Saldino-Mainzer,Q875,Código corregido de 0875 a Q875
1899,Síndrome de Sanfilippo tipo A,E762,
1900,Síndrome de Say Barber Miller,Q878,Código corregido de 0878 a Q878
1901,Síndrome de Scarf,Q828,Código corregido de 0828 a Q828
1902,Síndrome de Scheie,E760,
1903,Síndrome de Schilbach-Rott,Q870,Código corregido de 0870 a Q870
1904,Síndrome de Schinzel-Giedion,Q870,Código corregido de 0870 a Q870
1905,Síndrome de Schnitzler -,L508,
1906,Síndrome de Schopf-Schulz-Passarge,Q828,Código corregido de 0828 a Q828
1907,Síndrome de Schwartz-Jampel,G711,
1908,Síndrome de Sebastian,D694,
1909,Síndrome de Seckel,Q871,Código corregido de 0871 a Q871
1910,Síndrome de Secreción inapropiada de hormona antidiurética,E222,
1911,Síndrome de Senior-Loken,Q615,Código corregido de 0615 a Q615
1912,Síndrome de sensibilidad a Uy,L568,
1913,Síndrome de SERKAL,Q878,Código corregido de 0878 a Q878
1914,Síndrome de Sezary,C841,
1915,Síndrome de Shock estafilococico toxico,A483,
1916,Síndrome de Shprintzen-Goldberq,Q878,Código corregido de 0878 a Q878
1917,Síndrome de Shwachman-Diamond,D610,
1918,Síndrome de Siegler Brewer Carey,Q878,Código corregido de 0878 a Q878
1919,Síndrome de Sillence,Q748,Código corregido de 0748 a Q748
1920,Síndrome de Silver-Russell,Q871,Código corregido de 0871 a Q871
1921,Síndrome de Simpson-Golabi-Behmel,Q873,Código corregido de 0873 a Q873
1922,Síndrome de Simpson-Golabi-Behmel tipo 2,Q873,Código corregido de 0873 a Q873
1923,Síndrome de Sjogren-Larsson,Q871,Código corregido de 0871 a Q871
1924,Síndrome de Smith-Lemli-Opitz,Q871,Código corregido de 0871 a Q871
1925,Síndrome de Smith-Magenis,Q878,Código corregido de 0878 a Q878
1926,Síndrome de sordera branquiogénica,Q878,Código corregido de 0878 a Q878
1927,Síndrome de sordera e infertilidad,Q935,Código corregido de 0935 a Q935
1928,Síndrome de Sotos,Q873,Código corregido de 0873 a Q873
1929,Síndrome de Stern Lubinsky Durrie,H185,
1930,Síndrome de Stickler,Q875,Código corregido de 0875 a Q875
1931,Síndrome de Stimmler,Q878,Código corregido de 0878 a Q878
1932,Síndrome de Stoll Alembik Finck,Q878,
1933,Síndrome de Stormorken Sjaastad Langslet,D698,
1934,Síndrome de Sturqe Weber,Q858,Código corregido de 0858 a Q858
1935,Síndrome de Suárez-Stickler,Q788,Código corregido de 0788 a Q788
1936,Síndrome de sudoración inducida por frio,G608,
1937,Sindrome de Summit,Q820,Código corregido de 0820 a Q820
1938,Síndrome de Susac,I677,
1939,Síndrome de Teebi Shaltout,Q878,Código corregido de 0878 a Q878
1940,Síndrome de Temtamy,Q878,Código corregido de 0878 a Q878
1941,Sindrome de Tietz,Q878,Código corregido de 0878 a Q878
1942,Sindrome de Tome Brune Fardeau,E754,
1943,Sindrome de Torg-Winchester,Q871,Código corregido de 0871 a Q871
1944,Sindrome de Toriello Carey,Q878,Código corregido de 0878 a Q878
1945,Síndrome de Toriello Lacassie Droste,Q878,Código corregido de 0878 a Q878
1946,Síndrome de tortuosidad arterial,I738,
1947,Sindrome de Tourette,F952,
1948,Síndrome de Townes-Brocks,Q878,Código corregido de 0878 a Q878
1949,Sindrome de Treacher-Collins,Q754,Código corregido de 0754 a Q754
1950,Síndrome de Treft Sanborn Carey,H472,
1951,Síndrome de Turner,Q969,Código corregido de 0969 a Q969
1952,Síndrome de Ulbriqht-Hodes,Q878,Código corregido de 0878 a Q878
1953,Síndrome de Usher,H355,
1954,Síndrome de Usher no especificado,H355,
1955,Síndrome de Usher tipo 1,H355,
1956,Síndrome de Usher tipo 2,H355,
1957,Síndrome de Van der Bosch,Q878,Código corregido de 0878 a Q878
1958,Síndrome de Van Der Woude,Q380,Código corregido de 0380 a Q380
1959,"Síndrome de Vater-like, con hipertensión pulmonar, anomalías de las orejas y retraso del crecimiento",Q878,Código corregido de 0878 a Q878
1960,Síndrome de Vici,Q878,Código corregido de 0878 a Q878
1961,Síndrome de Waardenburg (termino generico),E703,
1962,Síndrome de Waardenburg-Shah,Q878,Código corregido de 0878 a Q878
1963,Síndrome de Walker-Warburq,G712,
1964,Síndrome de Weaver,Q873,Código corregido de 0873 a Q873
1965,Síndrome de Weaver Williams,Q878,Código corregido de 0878 a Q878
1966,Síndrome de Weill Marchesani,Q870,Código corregido de 0870 a Q870
1967,Síndrome de Wells,L983,
1968,Síndrome de Werner,E348,
1969,Síndrome de West,G404,
1970,Síndrome de WHIM,D818,
1971,Síndrome de Wieacker-Wolff,G718,
1972,Sindrome de Wiedemann-Rautenstrauch,E348,
1973,Sindrome de Williams,Q878,Código corregido de 0878 a Q878
1974,Sindrome de Wilson Turner,Q878,Código corregido de 0878 a Q878
1975,Síndrome de Wiskott-Aldrich,D820,
1976,Síndrome de Wolcott-Rallison,E137,
1977,Síndrome de Wolf-Hirschhorn,Q933,Código corregido de 0933 a Q933
1978,Sindrome de Wolfram,E107,
1979,Síndrome de Worster-Drought,G808,
1980,Sindrome de Zellweger,Q878,Código corregido de 0878 a Q878
1981,Síndrome de Zellweger-like sin anomalías peroxisomicas,Q878,Código corregido de 0878 a Q878
1982,Sindrome de Zollinger-Ellison,E164,
1983,Síndrome de Zunich-Kaye,Q878,Código corregido de 0878 a Q878
1984,Síndrome del cráneo en trébol aislado,Q750,Código corregido de 0750 a Q750
1985,Síndrome del injerto contra huésped,T860,
1986,Sindrome del metilmercurio fetal,T561,
1987,Síndrome DEND,P702,
1988,Síndrome dígito reno cerebral,Q878,Código corregido de 0878 a Q878
1989,Síndrome disgenésico del tronco encefálico de Athabaskan,Q878,Código corregido de 0878 a Q878
1990,Síndrome DOOR,Q878,Código corregido de 0878 a Q878
1991,Sindrome lacio-cardio-mélico,Q878,Código corregido de 0878 a Q878
1992,Síndrome FILS (mutación en POLE1),Q871,Código corregido de 0871 a Q871
1993,Síndrome CAPO,Q878,Código corregido de 0878 a Q878
1994,Síndrome Genitopatelar,Q878,Código corregido de 0878 a Q878
1995,Síndrome GRACILE,E888,
1996,Síndrome H,D763,
1997,Síndrome HEC,Q878,Código corregido de 0878 a Q878
1998,Síndrome hemolitico urémico atipico,D588,
1999,Síndrome hipereosinofilico idiopático,D475,
2000,Sindrome hydrolethalus,Q878,Código corregido de 0878 a Q878
2001,Síndrome IBIDS,Q808,Código corregido de 0808 a Q808
2002,Síndrome ICF,D848,
2003,Síndrome IRIDA,D508,
2004,Síndrome IRVAN,H350,
2005,Síndrome KBG,Q878,Código corregido de 0878 a Q878
2006,Síndrome KID,Q808,Código corregido de 0808 a Q808
2007,Síndrome lacrimo-auriculo-dento-digital,Q878,Código corregido de 0878 a Q878
2008,Síndrome LEOPARD,Q878,Código corregido de 0878 a Q878
2009,Síndrome letal onfalocele fisura palatina _,Q878,
2010,Síndrome linfoproliferativo autoinmune (ALPES-SFAS),D479,
2011,Síndrome Maroteaux Lamy,E762,
2012,Sindrome MASA,G114,
2013,Síndrome MEDNIK,Q878,Código corregido de 0878 a Q878
2014,Sindrome MELAS,G713,
2015,Síndrome MERRF,G403,
2016,Síndrome miastenico de Lambert-Eaton,G731,
2017,Síndrome Micro,Q043,Código corregido de 0043 a Q043
2018,Síndrome MIDAS,Q112,Código corregido de 0112 a Q112
2019,Síndrome N,Q878,Código corregido de 0878 a Q878
2020,Síndrome NARP,G318,
2021,Síndrome nefrotico idiopático sensible a esteroides,N048,
2022,Sindrome neurocutáneo tipo Bicknell,Q878,Código corregido de 0878 a Q878
2023,"Sindrome neurodegenerativo ligado al cromosoma X, de tipo Bedini",G318,
2024,Síndrome neuroectodérmico-endocrino,Q878,Código corregido de 0878 a Q878
2025,Síndrome neuroléptico maligno,G210,
2026,Síndrome oculo osteo cutáneo,Q875,Código corregido de 0875 a Q875
2027,Síndrome oculo-cerebro-cutáneo,Q878,Código corregido de 0878 a Q878
2028,Síndrome oculo-cerebro-renal,E720,
2029,Síndrome oculo-digito-esofágico-duodenal (ODED),Q878,Código corregido de 0878 a Q878
2030,Síndrome oculopalatocerebral,Q871,Código corregido de 0871 a Q871
2031,Síndrome odonto-trico-onico-digito-palmar,Q878,Código corregido de 0878 a Q878
2032,Síndrome oral-facial-digital,Q870,
2033,Síndrome oral-facial-digital no especificado,Q870,Código corregido de 0870 a Q870
2034,Síndrome oral-facial-digital tipo 1,Q870,Código corregido de 0870 a Q870
2035,Síndrome oral-facial-digital tipo 3,Q870,Código corregido de 0870 a Q870
2036,Síndrome oral-facial-digital tipo 4,Q870,Código corregido de 0870 a Q870
2037,Síndrome oral-facial-digital tipo 5,Q870,
2038,Síndrome oral-facial-digital tipo 8,Q870,Código corregido de 0870 a Q870
2039,Síndrome oto-palato-digital,Q870,Código corregido de 0870 a Q870
2040,Síndrome PAGOD,Q878,Código corregido de 0878 a Q878
2041,Síndrome PARC,Q878,Código corregido de 0878 a Q878
2042,Síndrome PELVIS,Q878,Código corregido de 0878 a Q878
2043,Síndrome PFAPA,E850,
2044,Síndrome PHACE,Q878,Código corregido de 0878 a Q878
2045,Síndrome pneumo-renal de Goodpasture,M310,
2046,Síndrome potimalformativo letal tipo Boissel,Q878,Código corregido de 0878 a Q878
2047,Síndrome RAPADILINO,Q871,Código corregido de 0871 a Q871
2048,Síndrome RHYNS,Q878,Código corregido de 0878 a Q878
2049,Síndrome SHORT,Q871,Código corregido de 0871 a Q871
2050,Síndrome tipo IPEX,E310,
2051,Síndrome frico dental,Q878,Código corregido de 0878 a Q878
2052,Síndrome trico dento óseo tipo 1,Q824,Código corregido de 0824 a Q824
2053,"Síndrome tricorrinofalángico, tipo 1 y 3",Q871,Código corregido de 0871 a Q871
2054,Síndrome triple A,E274,
2055,Síndrome ulnar-mamario,Q718,Código corregido de 0718 a Q718
2056,Síndrome uña-rotula,Q872,Código corregido de 0872 a Q872
2057,Síndrome vulvovaqinal-agival,L438,
2058,Síndrome W,Q878,Código corregido de 0878 a Q878
2059,Síndrome Klippel Trenaunay Servelle,Q872,Código corregido de 0872 a Q872
2060,Síndrome Klippel Trenaunay Weber,Q872,Código corregido de 0872 a Q872
2061,Síndromes hipereosinofílicos,D475,
2062,Síndromes miasténicos congénitos,G702,
2063,Sinespondilismo congénito,Q764,Código corregido de 0764 a Q764
2064,Sinfalangismo anomalias múltiples manos y pies,Q748,Código corregido de 0748 a Q748
2065,Sinfalangismo distal,Q709,Código corregido de 0709 a Q709
2066,Singnatia anomalias múltiples,Q878,Código corregido de 0878 a Q878
2067,Sinostosis humero - cubital,Q740,Código corregido de 0740 a Q740
2068,Sinostosis humeroradial aislada,Q740,Código corregido de 0740 a Q740
2069,Sinostosis humeroradiocubital,Q740,Código corregido de 0740 a Q740
2070,Sinostosis radio-ulnar - trombocitopenia amegakaryocitica,Q872,Código corregido de 0872 a Q872
2071,Sirenomelia,Q872,Código corregido de 0872 a Q872
2072,Siringomielia,G950,
2073,Sitosterolemia,E780,
2074,Sordera - anomalias genitales - sinostosis de metacarpianos y metatarsianos,Q878,Código corregido de 0878 a Q878
2075,"Sordera - Déficit intelectual, tipo Madin-Probst",Q878,Código corregido de 0878 a Q878
2076,Sordera - hipoplasia del esmalte - anomalia en las uñas,Q878,Código corregido de 0878 a Q878
2077,Sordera - neuropatia periférica - enfermedad arterial,G600,
2078,Sordera - vitiligo - acalasia,Q878,Código corregido de 0878 a Q878
2079,"Sordera con aplasia del laberinto, microtia y microdoncia",Q165,Código corregido de 0165 a Q165
2080,Sordera linfedema leucemia,D467,
2081,Sordera válvula mitral esqueléticas anomalías,XXXX,
2082,SPG27,G114,
2083,Talla baja tipo Bruselas,Q871,Código corregido de 0871 a Q871
2084,Taquiarritmia atrial con intervalo PR corto,I456,
2085,Taquicardia ventricular polimórfica catecolinergica,I472,
2086,Telangiectasia epiléptica,G408,
2087,Tetraplejia espástica congénita,G114,
2088,Timoma con inmunodeficiencia (Sindrome de Good),D384,
2088,Timoma con inmunodeficiencia (Sindrome de Good),D808,
2089,Tiro cerebro renal Síndrome,N158,
2090,Tirosinemia tipo 1,E702,
2091,Tirosinemia tipo 2,E702,
2092,Tirosinemia transitoria -,P745,
2093,TNF receptor asociado a fiebres periódicas TRAPS,E850,
2094,Toraco pélvica disostosis,Q772,Código corregido de 0772 a Q772
2095,Torticolis paroxístico benigno de la infancia,6243,
2096,Torticolis queloides criptorquidismo,Q878,Código corregido de 0878 a Q878
2097,Tortuosidad de las arterias retinianas,Q141,Código corregido de 0141 a Q141
2098,Traqueobroncomegalia,J980,
2099,Trastorno de la fosforilación oxidativa mitocondrial debido a anomalías del ADN nuclear,XXXX,
2100,Trastorno del desarrollo sexual - retraso mental,Q563,Código corregido de 0563 a Q563
2101,"Trastorno del desarrollo sexual 46 XY, insuficiencia adrenal",Q561,Código corregido de 0561 a Q561
2102,Trastorno del dolor extremo paroxístico,6908,
2103,Trastorno del habla y del lenguaje tipo 1,F808,
2104,Trastorno del metabolismo de los aminoácidos no especificado,E729,
2105,Trastorno del metabolismo de los carbohidratos no especificado,E749,
2106,Trastorno desintegrativo de la infancia,F843,
2107,Trastorno inmunoneurológico ligado al cromosoma X,D828,
2108,Trastorno neurometabólico por deficiencia de seria,E728,
2109,Trastornos de la oxidación de acidos grasos,E713,
2110,Trastornos del ciclo de la urea,E722,
2111,"Trastornos del desarrollo sexual 46, XX - anomalias esqueléticas",Q562,Código corregido de 0562 a Q562
2112,"Trastornos del desarrollo sexual con cariotipo 46,XY por Déficit de 17-beta-hidroxiesteroide deshidrogenasa",E291,
2113,Trastornos del metabolismo de las lipoproteínas,E789,
2114,Trastornos del metabolismo de las purinas,E799,
2115,Trastornos del metabolismo de los acidos grasos,E713,
2116,Trastornos hormonales no especificados,E349,
2117,Triada de Carney,D448,
2118,Triada de Currarino,Q878,Código corregido de 0878 a Q878
2119,Tricodisplasia - amelogénesis imperfecta,XXXX,
2120,Tricomegalia cataratas esferocitosis,I780,
2121,Tricomeqalia retiniana Degeneración retraso de crecimiento -,XXXX,
2122,Tricromasia de oligoconos,H538,
2123,Triqonocefalia - pulgares ensanchados,Q870,Código corregido de 0870 a Q870
2124,Trigonocefalia aislada,Q750,Código corregido de 0750 a Q750
2125,Ingonocefalia nariz bífida anomalias de extremidades,Q870,Código corregido de 0870 a Q870
2126,Trigonocefalia talla baja retraso de crecimiento,Q870,Código corregido de 0870 a Q870
2127,"Triosa fosfato-isomerasa, Déficit de",D552,
2128,Trisomia 13,Q914,Código corregido de 0914 a Q914
2129,Trisomia 18,Q910,Código corregido de 0910 a Q910
2130,Trisomia 8q .,Q922,Código corregido de 0922 a Q922
2131,Trisomia terminal 10q,Q923,Código corregido de 0923 a Q923
2132,Tritanopia,H535,
2133,Trombocitopenia - Sindrome de Pierre Robin,Q870,Código corregido de 0870 a Q870
2134,Ulceración umbilical atresia intestinal,XXXX,
2135,"Urolitiasis 2,8 dihidroxi-adenina",E798,
2136,Urticaria familiar por frío,L502,
2137,Urticaria solar,L563,
2138,Utero doble-hemivaqina-agenesia renal -,XXXX,
2139,VACTERL hidrocefalia,Q878,Código corregido de 0878 a Q878
2140,Variante neurológica del Síndrome de Waardenburq-Shah,E752,
2141,Vascuhtis,M359,
2142,Vasculitis leucocitoclástica hipocomplementemica,M310,
2143,Vasculopatia cerebrorretiniana,I778,
2144,"Xantinuria, hereditaria aislada",E798,
2145,Xantomatosis cerebrotendinosa,E755,
2146,Xeroderma pigmentoso,Q821,Código corregido de 0821 a Q821
2147,Xerodermia pies cayos anomalia de esmalte,Q875,Código corregido de 0875 a Q875
2148,Xk aprosencefalia,Q043,Código corregido de 0043 a Q043
2149,XL-DKC,Q828,
2150,Asociación VATER con macrocefalia y ventriculomegafia,Q878,Código corregido de 0878 a Q878
2151,Deficiencia de BCL11B,D848,
2152,Deficiencia de GLUT1,G934,
2153,Deficiencia de Hebo,D610,
2154,Deficiencia de IFNAR2,D848,
2155,Deficiencia de IRF3,D848,
2156,Deficiencia de JAGN1,D848,
2157,Deficiencia de LAT,D848,
2158,Deficiencia de Moesina,D839,
2159,Deficiencia de NFKB1,D839,
2160,Deficiencia de NSMCE3,D848,
2161,Deficiencia de Otulina,D848,
2162,Deficiencia de RelB,D839,
2163,Deficiencia de RORc,D839,
2164,Deficiencia de TFRC,D848,
2165,Deficiencia específica de gránulos 2,D71X,
2166,Deficiencia selectiva de IqM,D804,
2167,Enfermedad de Kostmann,D7OX,
2168,Enfermedad de Menkes,E830,
2169,Enfermedad inflamatoria inmunomediada con anormalidades de plaquetas y eosinofilia,D828,
2170,Errores congénitos de ácidos biliares primarios,K768,
2171,Fibrosis Retroperitoneal ldiopática,N135,
2172,Galactosiandosis,E771,
2173,Hemangiomatosis Capilar Pulmonar,I288,
2174,Hipertensión Arterial Pulmonar Heredable,I270,
2175,Hipertension arterial pulmonar idiopática,I270,
2176,Hipertensión Pulmonar Persistente del Recién Nacido / Distrés respiratorio agudo neonatal por deficiencia de SP B,P280,
2177,Hipertensión Pulmonar Tromboembólica Crónica,I288,
2178,"Inmunodeficiencia con inestabilidad centromérica y anomalías faciales, ICF3 - ICF4",D848,
2179,Killian Pallister Nicola,Q998,Código corregido de 0998 a Q998
2180,Miopatía con inclusiones reductoras,G712,
2181,"Mutación de la protocadherina 19, Encefalopatia epiléptica infantil temprana 9",G403,
2182,Obstrucción de Arterias Pulmonares por Estenosis Congénita de Arterias Pulmonares,Q256,Código corregido de 0256 a Q256
2183,Polimiositis,M332,
2184,Raquitismo Hipofosfatémico Familiar Ligado al Cromosoma X,E833,
2185,Retinosis Pigmentaria,H355,
2186,Síndrome Cardiofacio Cutáneo,Q878,Código corregido de 0878 a Q878
2187,Síndrome de ataxia-pancitopenia,Q610,Código corregido de 0610 a Q610
2188,Síndrome de Bannayan-Riley-Ruvacalva,Q878,Código corregido de 0878 a Q878
2189,Síndrome de Bohring-Opitz,Q878,Código corregido de 0878 a Q878
2190,Síndrome de Coats Plus por deficiencia de CTC1/STN1,H350,
2191,Síndrome de Kleefstra,Q878,Código corregido de 0878 a Q878
2192,Síndrome de Microduplicación Xq28 distal,Q998,Código corregido de 0998 a Q998
2193,"Síndrome de NLRP1, Autoinflamación con artritis y disqueratosis",Q828,Código corregido de 0828 a Q828
2194,Síndrome IVIC,Q718,Código corregido de 0718 a Q718
2195,Síndrome MIRAGE,E271,
2196,Síndrome pioderma gangrenoso + acné + hidradenitis supurativa (PASH),L988,
2197,Síndrome Pseudo TORCH 2,Q878,Código corregido de 0878 a Q878
2198,Trastorno Pigmentado Reticulado ligado al Cromosoma X,E850,
2199,Síndrome de X frágil,Q992,Código corregido de 0992 a Q992
2200,Síndrome de microdeleción 19q13.11,Q935,Código corregido de 0935 a Q935
2201,Sindrome de Wiedemann-Steiner,Q871,Código corregido de 0871 a Q871
2202,Síndrome de Koolen- De Vries,Q878,Código corregido de 0878 a Q878
2203,Panhipopituitarismo congénito,E230,
2204,Diabetes Insípida central,E232,
2205,Deleción intersticial 14q12q13.3,Q935,Código corregido de 0935 a Q935
2206,Déficit de Alfa- 1 antitripsina (DAAT),E880,
2207,Trombopatia: enfermedad de gránulos densos,D691,
2208,Neoplasia endocrina múltiple tipo 1,D448,
2209,Encefalitis autoinmune con anticuerpos anti receptor NMDA,G049,
2210,Síndrome de Landau-Kleffner,F803,
2211,Síndrome de Kleine-Levein,G478,
